transaction_id,date,time,branch_id,branch_city,customer_id,customer_name,account_number,account_type,transaction_mode,channel,location,status
T842846,2025-05-06,01:23,MUM02,Mumbai,9785,Alice,A89042920,Current,Offline,NEFT,Branch,Failed
T970225,2025-05-06,23:15,MUM02,Mumbai,7992,Helen,A71794593,Current,Offline,ATM,OnlinePortal,Failed
T602566,2025-05-06,23:37,MUM02,Mumbai,9457,Ivy,A79957650,Current,Offline,NetBanking,ATM Booth,Failed
T514528,2025-05-06,13:46,MUM02,Mumbai,4933,John,A65013698,Savings,Online,UPI,Branch,Failed
T751910,2025-05-06,09:18,MUM02,Mumbai,8956,David,A92369913,Current,Offline,NEFT,Branch,Success
T391959,2025-05-06,22:46,MUM02,Mumbai,4990,Grace,A96817241,Savings,Offline,NetBanking,MobileApp,Success
T525686,2025-05-06,20:14,MUM02,Mumbai,2831,Grace,A70635472,Savings,Online,ATM,ATM Booth,Failed
T359865,2025-05-06,22:08,MUM02,Mumbai,7392,David,A84230302,Savings,Offline,NEFT,MobileApp,Success
T204602,2025-05-07,20:07,MUM02,Mumbai,1248,Grace,A14258550,Current,Offline,ATM,ATM Booth,Success
T856739,2025-05-07,10:57,MUM02,Mumbai,1567,Bob,A80983196,Savings,Online,NetBanking,ATM Booth,Failed
T342037,2025-05-07,05:36,MUM02,Mumbai,7370,Ivy,A62288064,Savings,Online,NetBanking,ATM Booth,Failed
T586670,2025-05-07,02:52,MUM02,Mumbai,4818,Helen,A10078608,Savings,Online,NetBanking,OnlinePortal,Failed
T107581,2025-05-07,16:50,MUM02,Mumbai,6354,Frank,A81247128,Savings,Online,UPI,Branch,Failed
T352119,2025-05-07,07:57,MUM02,Mumbai,7986,David,A19075302,Current,Offline,UPI,ATM Booth,Failed
T659642,2025-05-07,10:47,MUM02,Mumbai,7652,David,A16422580,Savings,Online,ATM,Branch,Failed
T899366,2025-05-07,17:37,MUM02,Mumbai,5429,Eva,A58656276,Current,Offline,ATM,Kiosk,Failed
T850885,2025-05-07,14:56,MUM02,Mumbai,2243,Bob,A87380594,Current,Online,NetBanking,ATM Booth,Success
T219039,2025-05-07,14:49,MUM02,Mumbai,8576,Helen,A56607767,Savings,Online,UPI,MobileApp,Failed
